"col0","col1","col2","col3","col4"
"Path: /home/sixsquare/codeQL/projects/tutorials/akka-modules/akka-http/src/main/java/com/baeldung/akkahttp/UserActor.java","call function: 30:41-31:25","call in function: apply@28-32","callee=java.lang.String.format","basic block: 30:41-31:25"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-1/src/main/java/com/baeldung/algorithms/conversion/HexStringConverter.java","call function: 40:13-40:59","call in function: encodeHexString@37-43","callee=java.lang.StringBuffer.append","basic block: 40:13-40:59"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-1/src/main/java/com/baeldung/algorithms/conversion/HexStringConverter.java","call function: 73:16-73:74","call in function: encodeUsingBigIntegerStringFormat@71-74","callee=java.lang.String.format","basic block: 73:16-73:74"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 121:21-121:38","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 121:21-121:38"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 123:21-123:38","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 123:21-123:38"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 125:21-125:38","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 125:21-125:38"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 127:21-127:38","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 127:21-127:38"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 129:21-129:38","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 129:21-129:38"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-2/src/main/java/com/baeldung/algorithms/maze/solver/Maze.java","call function: 132:13-132:31","call in function: toString@116-135","callee=java.lang.StringBuilder.append","basic block: 132:13-132:31"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 11:17-11:34","call in function: printARightTriangle@7-16","callee=java.lang.StringBuilder.append","basic block: 11:17-11:34"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 13:13-13:49","call in function: printARightTriangle@7-16","callee=java.lang.StringBuilder.append","basic block: 13:13-13:49"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 22:17-22:34","call in function: printAnIsoscelesTriangle@18-30","callee=java.lang.StringBuilder.append","basic block: 22:17-22:34"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 25:17-25:34","call in function: printAnIsoscelesTriangle@18-30","callee=java.lang.StringBuilder.append","basic block: 25:17-25:34"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 27:13-27:49","call in function: printAnIsoscelesTriangle@18-30","callee=java.lang.StringBuilder.append","basic block: 27:13-27:49"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 36:13-36:57","call in function: printAnIsoscelesTriangleUsingStringUtils@32-41","callee=java.lang.StringBuilder.append","basic block: 36:13-36:57"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 37:13-37:61","call in function: printAnIsoscelesTriangleUsingStringUtils@32-41","callee=java.lang.StringBuilder.append","basic block: 37:13-37:61"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 38:13-38:49","call in function: printAnIsoscelesTriangleUsingStringUtils@32-41","callee=java.lang.StringBuilder.append","basic block: 38:13-38:49"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 48:13-48:63","call in function: printAnIsoscelesTriangleUsingSubstring@43-52","callee=java.lang.StringBuilder.append","basic block: 48:13-48:63"
"Path: /home/sixsquare/codeQL/projects/tutorials/algorithms-modules/algorithms-miscellaneous-3/src/main/java/com/baeldung/algorithms/printtriangles/PrintTriangleExamples.java","call function: 49:13-49:49","call in function: printAnIsoscelesTriangleUsingSubstring@43-52","callee=java.lang.StringBuilder.append","basic block: 49:13-49:49"
