"col0","col1","col2","col3","col4"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/agent/core/src/main/java/org/apache/shardingsphere/agent/core/path/AgentPath.java","call function: 49:36-49:97","call in function: getJarFile@47-55","callee=java.net.URL.<init>","basic block: 49:36-49:97"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/agent/core/src/main/java/org/apache/shardingsphere/agent/core/plugin/classloader/AgentPluginClassLoader.java","call function: 137:32-137:98","call in function: findResource@131-141","callee=java.net.URL.<init>","basic block: 137:32-137:98"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/agent/plugins/metrics/type/prometheus/src/test/java/org/apache/shardingsphere/agent/plugin/metrics/prometheus/PrometheusPluginLifecycleServiceTest.java","call function: 66:30-66:41","call in function: assertStart@62-69","callee=java.net.Socket.<init>","basic block: 66:30-66:41"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/agent/plugins/metrics/type/prometheus/src/test/java/org/apache/shardingsphere/agent/plugin/metrics/prometheus/PrometheusPluginLifecycleServiceTest.java","call function: 67:38-67:93","call in function: execute@67-67","callee=java.net.Socket.connect","basic block: 67:38-67:93"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/infra/common/src/main/java/org/apache/shardingsphere/infra/version/ShardingSphereVersion.java","call function: 101:48-101:68","call in function: loadVersionFromManifest@95-117","callee=java.net.URL.openStream","basic block: 101:48-101:68"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/infra/executor/src/main/java/org/apache/shardingsphere/infra/executor/sql/execute/result/query/impl/driver/jdbc/type/util/ResultSetUtils.java","call function: 195:20-195:44","call in function: convertURL@193-199","callee=java.net.URL.<init>","basic block: 195:20-195:44"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/infra/executor/src/test/java/org/apache/shardingsphere/infra/executor/sql/execute/result/query/impl/driver/jdbc/type/util/ResultSetUtilsTest.java","call function: 98:101-98:145","call in function: assertConvertURLValue@97-100","callee=java.net.URL.<init>","basic block: 98:101-98:145"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/infra/util/src/main/java/org/apache/shardingsphere/infra/util/directory/ClasspathResourceDirectoryReader.java","call function: 163:39-163:61","call in function: getJarFile@158-168","callee=java.net.URL.openConnection","basic block: 163:39-163:61"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/infra/util/src/main/java/org/apache/shardingsphere/infra/util/directory/ClasspathResourceDirectoryReader.java","call function: 161:22-161:81","call in function: getJarFile@158-168","callee=java.net.URL.<init>","basic block: 161:22-161:81"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/jdbc/core/resultset/DatabaseMetaDataResultSetTest.java","call function: 102:15-102:43","call in function: setUp@101-105","callee=java.net.URL.<init>","basic block: 102:15-102:43"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/jdbc/core/resultset/ShardingSphereResultSetTest.java","call function: 461:64-461:88","call in function: assertGetURLWithColumnIndex@460-463","callee=java.net.URL.<init>","basic block: 461:64-461:88"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/jdbc/core/resultset/ShardingSphereResultSetTest.java","call function: 462:58-462:82","call in function: assertGetURLWithColumnIndex@460-463","callee=java.net.URL.<init>","basic block: 462:58-462:82"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/jdbc/core/resultset/ShardingSphereResultSetTest.java","call function: 467:64-467:88","call in function: assertGetURLWithColumnLabel@466-469","callee=java.net.URL.<init>","basic block: 467:64-467:88"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/jdbc/core/resultset/ShardingSphereResultSetTest.java","call function: 468:64-468:88","call in function: assertGetURLWithColumnLabel@466-469","callee=java.net.URL.<init>","basic block: 468:64-468:88"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/jdbc/src/test/java/org/apache/shardingsphere/driver/state/circuit/statement/CircuitBreakerPreparedStatementTest.java","call function: 259:82-259:108","call in function: execute@259-259","callee=java.net.URL.<init>","basic block: 259:82-259:108"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/kernel/sql-federation/core/src/test/java/org/apache/shardingsphere/sqlfederation/resultset/SQLFederationResultSetTest.java","call function: 518:60-518:84","call in function: assertGetURLWithColumnIndex@517-521","callee=java.net.URL.<init>","basic block: 518:60-518:84"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/kernel/sql-federation/core/src/test/java/org/apache/shardingsphere/sqlfederation/resultset/SQLFederationResultSetTest.java","call function: 520:54-520:78","call in function: assertGetURLWithColumnIndex@517-521","callee=java.net.URL.<init>","basic block: 520:54-520:78"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/kernel/sql-federation/core/src/test/java/org/apache/shardingsphere/sqlfederation/resultset/SQLFederationResultSetTest.java","call function: 525:60-525:84","call in function: assertGetURLWithColumnLabel@524-528","callee=java.net.URL.<init>","basic block: 525:60-525:84"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/kernel/sql-federation/core/src/test/java/org/apache/shardingsphere/sqlfederation/resultset/SQLFederationResultSetTest.java","call function: 527:63-527:87","call in function: assertGetURLWithColumnLabel@524-528","callee=java.net.URL.<init>","basic block: 527:63-527:87"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/e2e/agent/engine/src/test/java/org/apache/shardingsphere/test/e2e/agent/engine/util/AgentE2EHttpUtils.java","call function: 44:63-44:91","call in function: query@43-61","callee=java.net.URL.openConnection","basic block: 44:63-44:91"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/e2e/agent/engine/src/test/java/org/apache/shardingsphere/test/e2e/agent/engine/util/AgentE2EHttpUtils.java","call function: 44:63-44:74","call in function: query@43-61","callee=java.net.URL.<init>","basic block: 44:63-44:74"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/e2e/operation/transaction/src/test/java/org/apache/shardingsphere/test/e2e/operation/transaction/util/TestCaseClassScanner.java","call function: 89:58-89:77","call in function: addTestCaseClassesInJars@88-107","callee=java.net.URL.openConnection","basic block: 89:58-89:77"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/ExternalSQLParserIT.java","call function: 85:30-85:59","call in function: getTestParameters@83-90","callee=java.net.URI.create","basic block: 85:30-85:59"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/ExternalSQLParserIT.java","call function: 86:29-86:60","call in function: getTestParameters@83-90","callee=java.net.URI.create","basic block: 86:29-86:60"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/ExternalTestParameterLoader.java","call function: 86:59-86:89","call in function: apply@85-91","callee=java.net.URI.create","basic block: 86:59-86:89"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/ExternalTestParameterLoader.java","call function: 89:91-89:124","call in function: apply@89-89","callee=java.net.URI.create","basic block: 89:91-89:124"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/ExternalTestParameterLoader.java","call function: 96:39-96:66","call in function: loadContent@95-104","callee=java.net.URL.openConnection","basic block: 96:39-96:66"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/strategy/type/GitHubTestParameterLoadStrategy.java","call function: 72:52-72:70","call in function: getFileSummaries@63-75","callee=java.net.URI.create","basic block: 72:52-72:70"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/strategy/type/GitHubTestParameterLoadStrategy.java","call function: 92:56-92:74","call in function: getFileSummariesByArray@77-96","callee=java.net.URI.create","basic block: 92:56-92:74"
"Path: /home/sixsquare/codeQL/projects/shardingsphere/test/it/parser/src/main/java/org/apache/shardingsphere/test/it/sql/parser/external/loader/strategy/type/GitHubTestParameterLoadStrategy.java","call function: 103:16-103:126","call in function: getGitHubApiUri@98-104","callee=java.net.URI.create","basic block: 103:16-103:126"
